account_id,customer_id,credit_limit_usd,fico_score,apr_percent,risk_band
74462,74462,3744,728,16.24,Medium
74463,74463,25478,670,16.81,Medium
74464,74464,19240,683,18.91,Medium
74465,74465,15408,559,20.55,VeryHigh
74466,74466,4397,518,25.65,VeryHigh
74467,74467,13412,661,18.95,High
74468,74468,21649,766,12.79,Low
74469,74469,6378,594,21.41,High
74470,74470,43736,754,15.93,Low
74471,74471,6072,628,17.68,High
74472,74472,50403,654,21.16,High
74473,74473,14542,640,18.88,High
74474,74474,10473,661,20.34,High
74475,74475,8931,555,20.38,VeryHigh
74476,74476,4307,715,17.04,Medium
74477,74477,5019,628,20.61,High
74478,74478,8229,615,19.1,High
74479,74479,3752,627,19.86,High
74480,74480,3632,572,19.3,VeryHigh
74481,74481,2059,673,17.85,Medium
74482,74482,18676,571,21.92,VeryHigh
74483,74483,13936,636,19.08,High
74484,74484,87888,773,13.76,Low
74485,74485,15860,568,23.04,VeryHigh
74486,74486,50600,644,19.07,High
74487,74487,5283,657,16.5,High
74488,74488,4723,716,15.87,Medium
74489,74489,20653,771,12.47,Low
74490,74490,8251,716,16.56,Medium
74491,74491,9882,587,22.41,High
74492,74492,6289,586,18.75,High
74493,74493,36250,609,23.65,High
74494,74494,4208,636,18.91,High
74495,74495,11980,602,18.33,High
74496,74496,6030,600,22.79,High
74497,74497,4241,612,21.14,High
74498,74498,7119,664,20.13,High
74499,74499,13936,620,20.71,High
74500,74500,9512,564,23.53,VeryHigh
74501,74501,13592,601,22.1,High
74502,74502,13717,667,18.02,High
74503,74503,28008,665,19.23,High
74504,74504,6322,656,16.12,High
74505,74505,161488,720,18.42,Medium
74506,74506,56877,696,18.14,Medium
74507,74507,41564,735,15.86,Medium
74508,74508,29467,733,15.82,Medium
74509,74509,16558,637,21.1,High
74510,74510,18673,628,20.41,High
74511,74511,2601,636,21.38,High
74512,74512,3583,626,19.65,High
74513,74513,10155,556,21.24,VeryHigh
74514,74514,22703,605,20.45,High
74515,74515,7081,568,23.51,VeryHigh
74516,74516,16473,565,20.12,VeryHigh
74517,74517,7698,622,20.95,High
74518,74518,27355,647,17.92,High
74519,74519,10509,595,22.9,High
74520,74520,15268,765,15.97,Low
74521,74521,5655,591,21.21,High
74522,74522,41833,697,20.31,Medium
74523,74523,3942,724,16.57,Medium
74524,74524,11802,588,20.44,High
74525,74525,40454,651,20.24,High
74526,74526,25763,712,15.57,Medium
74527,74527,140327,763,17.37,Low
74528,74528,5613,608,21.94,High
74529,74529,10107,650,20.35,High
74530,74530,16970,629,22.09,High
74531,74531,15457,702,18.62,Medium
74532,74532,17052,631,19.64,High
74533,74533,4739,545,23.79,VeryHigh
74534,74534,16492,680,17.61,Medium
74535,74535,13690,640,18.88,High
74536,74536,27515,702,15.11,Medium
74537,74537,4994,581,21.96,High
74538,74538,3678,533,27.31,VeryHigh
74539,74539,24233,654,20.25,High
74540,74540,4824,541,23.62,VeryHigh
74541,74541,16400,652,19.58,High
74542,74542,77889,635,17.69,High
74543,74543,34031,666,19.89,High
74544,74544,9482,642,21.89,High
74545,74545,6844,654,18.49,High
74546,74546,9269,701,18.09,Medium
74547,74547,20135,622,22.98,High
74548,74548,13810,617,22.04,High
74549,74549,50046,736,16.08,Medium
74550,74550,9221,623,22.49,High
74551,74551,12445,589,22.76,High
74552,74552,10638,777,13.37,Low
74553,74553,14632,666,17.65,High
74554,74554,80389,643,18.86,High
74555,74555,70455,652,19.62,High
74556,74556,28594,658,18.51,High
74557,74557,8949,614,19.0,High
74558,74558,47336,797,10.69,Low
74559,74559,11278,646,19.38,High
74560,74560,5161,682,18.11,Medium
74561,74561,5312,636,19.73,High
74562,74562,3116,688,17.69,Medium
74563,74563,2049,593,20.02,High
74564,74564,10060,661,16.75,High
74565,74565,2192,634,21.51,High
74566,74566,28752,769,15.13,Low
74567,74567,30524,540,19.22,VeryHigh
74568,74568,3400,492,22.4,VeryHigh
74569,74569,16510,656,20.65,High
74570,74570,20300,722,18.77,Medium
74571,74571,49393,636,16.79,High
74572,74572,16760,636,20.25,High
74573,74573,47780,741,15.6,Low
74574,74574,28910,674,18.99,Medium
74575,74575,7859,645,21.37,High
74576,74576,65326,719,18.58,Medium
74577,74577,32189,815,11.01,VeryLow
74578,74578,7252,634,19.57,High
74579,74579,8248,664,18.67,High
74580,74580,37844,695,16.11,Medium
74581,74581,25126,691,16.88,Medium
74582,74582,23286,667,19.15,High
74583,74583,8689,603,19.03,High
74584,74584,3158,664,17.0,High
74585,74585,10738,632,19.68,High
74586,74586,51874,691,16.96,Medium
74587,74587,20487,590,22.38,High
74588,74588,15199,720,15.82,Medium
74589,74589,23037,613,21.95,High
74590,74590,7122,613,20.73,High
74591,74591,4582,593,20.81,High
74592,74592,5486,602,21.73,High
74593,74593,7410,585,22.88,High
74594,74594,24294,666,18.81,High
74595,74595,4258,589,20.6,High
74596,74596,9073,589,21.3,High
74597,74597,22458,715,16.81,Medium
74598,74598,6467,675,19.09,Medium
74599,74599,3623,677,18.78,Medium
74600,74600,11520,689,16.04,Medium
74601,74601,6768,539,22.31,VeryHigh
74602,74602,11647,610,20.41,High
74603,74603,2835,538,23.13,VeryHigh
74604,74604,5810,571,26.09,VeryHigh
74605,74605,5627,593,22.44,High
74606,74606,13137,581,19.89,High
74607,74607,11632,634,18.71,High
74608,74608,2890,669,19.12,High
74609,74609,7510,670,20.45,Medium
74610,74610,43880,824,12.32,VeryLow
74611,74611,5084,692,17.68,Medium
74612,74612,17190,618,19.85,High
74613,74613,12850,526,25.0,VeryHigh
74614,74614,7544,570,21.88,VeryHigh
74615,74615,18685,691,17.21,Medium
74616,74616,28350,685,18.73,Medium
74617,74617,8025,631,18.51,High
74618,74618,2212,634,20.02,High
74619,74619,19184,639,19.9,High
74620,74620,11848,639,17.69,High
74621,74621,5191,657,19.19,High
74622,74622,18951,665,18.83,High
74623,74623,16798,688,15.76,Medium
74624,74624,9785,715,16.76,Medium
74625,74625,17247,652,19.34,High
74626,74626,29726,653,18.23,High
74627,74627,38355,654,19.82,High
74628,74628,38407,680,17.34,Medium
74629,74629,9830,727,17.84,Medium
74630,74630,2103,655,18.04,High
74631,74631,8251,596,20.75,High
74632,74632,11318,681,16.77,Medium
74633,74633,8847,685,16.07,Medium
74634,74634,12581,571,22.15,VeryHigh
74635,74635,5320,573,22.62,VeryHigh
74636,74636,11537,662,19.8,High
74637,74637,10459,678,16.91,Medium
74638,74638,7288,664,19.76,High
74639,74639,40533,662,17.29,High
74640,74640,11747,637,18.29,High
74641,74641,10991,547,22.74,VeryHigh
74642,74642,10811,641,18.43,High
74643,74643,2345,512,24.29,VeryHigh
74644,74644,18323,635,18.18,High
74645,74645,5388,676,17.33,Medium
74646,74646,6869,595,23.66,High
74647,74647,6315,677,16.64,Medium
74648,74648,27439,703,17.63,Medium
74649,74649,17729,685,19.9,Medium
74650,74650,22385,809,13.02,VeryLow
74651,74651,10709,576,21.16,VeryHigh
74652,74652,7660,585,22.44,High
74653,74653,52065,696,16.54,Medium
74654,74654,37316,748,16.5,Low
74655,74655,7720,498,27.03,VeryHigh
74656,74656,7866,665,19.58,High
74657,74657,38134,636,20.45,High
74658,74658,22044,736,18.42,Medium
74659,74659,68616,809,15.21,VeryLow
74660,74660,75109,673,18.42,Medium
74661,74661,6569,593,23.66,High
74662,74662,49927,648,18.52,High
74663,74663,4598,632,18.65,High
74664,74664,9457,667,16.52,High
74665,74665,5044,579,19.69,VeryHigh
74666,74666,5783,693,17.95,Medium
74667,74667,20881,668,18.36,High
74668,74668,14233,698,17.56,Medium
74669,74669,8810,605,20.14,High
74670,74670,5759,596,22.2,High
74671,74671,14747,677,19.45,Medium
74672,74672,23764,850,13.12,VeryLow
74673,74673,3789,625,16.97,High
74674,74674,7523,642,20.52,High
74675,74675,48929,752,17.7,Low
74676,74676,17827,738,16.65,Medium
74677,74677,2421,605,21.6,High
74678,74678,30718,656,21.14,High
74679,74679,4173,604,18.86,High
74680,74680,8038,527,23.78,VeryHigh
74681,74681,12711,582,20.61,High
74682,74682,13319,654,22.24,High
74683,74683,23972,598,23.01,High
74684,74684,30698,696,18.42,Medium
74685,74685,12915,600,21.11,High
74686,74686,11524,702,18.14,Medium
74687,74687,14843,720,16.41,Medium
74688,74688,27237,749,15.57,Low
74689,74689,13030,603,19.88,High
74690,74690,5636,645,20.11,High
74691,74691,11480,692,19.17,Medium
74692,74692,13680,618,18.52,High
74693,74693,37553,758,13.91,Low
74694,74694,4083,614,18.78,High
74695,74695,37342,544,23.64,VeryHigh
74696,74696,18134,616,20.64,High
74697,74697,10776,574,20.4,VeryHigh
74698,74698,8724,712,16.89,Medium
74699,74699,39173,777,17.75,Low
74700,74700,3785,524,23.08,VeryHigh
74701,74701,24717,733,15.96,Medium
74702,74702,6187,582,23.4,High
74703,74703,6411,493,21.15,VeryHigh
74704,74704,22701,666,19.1,High
74705,74705,4982,663,16.74,High
74706,74706,3175,659,19.66,High
74707,74707,16120,741,16.21,Low
74708,74708,2919,494,24.67,VeryHigh
74709,74709,13169,629,18.88,High
74710,74710,47698,649,20.54,High
74711,74711,15450,661,19.91,High
74712,74712,20168,617,21.07,High
74713,74713,5769,667,16.79,High
74714,74714,2302,561,24.53,VeryHigh
74715,74715,23140,712,17.56,Medium
74716,74716,7351,632,20.04,High
74717,74717,5846,573,22.24,VeryHigh
74718,74718,34403,662,17.21,High
74719,74719,16034,608,17.18,High
74720,74720,7276,784,15.41,Low
74721,74721,3368,633,18.37,High
74722,74722,62152,711,16.2,Medium
74723,74723,6796,575,22.93,VeryHigh
74724,74724,12411,667,15.78,High
74725,74725,41659,683,17.87,Medium
74726,74726,2810,548,26.07,VeryHigh
74727,74727,34463,647,18.93,High
74728,74728,31525,620,19.73,High
74729,74729,3458,683,14.77,Medium
74730,74730,13806,756,15.31,Low
74731,74731,42372,768,13.9,Low
74732,74732,6574,695,17.9,Medium
74733,74733,6452,645,20.83,High
74734,74734,44793,731,15.91,Medium
74735,74735,4580,630,20.17,High
74736,74736,24611,798,15.24,Low
74737,74737,11051,688,17.21,Medium
74738,74738,2878,523,23.93,VeryHigh
74739,74739,56686,687,18.16,Medium
74740,74740,23708,678,16.78,Medium
74741,74741,4803,516,22.55,VeryHigh
74742,74742,16730,657,18.72,High
74743,74743,16564,695,17.1,Medium
74744,74744,108879,661,17.47,High
74745,74745,31728,653,19.79,High
74746,74746,7401,557,23.18,VeryHigh
74747,74747,5685,590,22.63,High
74748,74748,18265,615,21.52,High
74749,74749,2514,635,17.34,High
74750,74750,2832,685,17.19,Medium
74751,74751,6194,703,18.29,Medium
74752,74752,17860,644,21.34,High
74753,74753,4962,586,19.83,High
74754,74754,11308,661,18.02,High
74755,74755,14778,614,22.21,High
74756,74756,10072,590,20.21,High
74757,74757,29175,715,18.56,Medium
74758,74758,8171,587,19.54,High
74759,74759,97637,596,21.3,High
74760,74760,11397,676,18.39,Medium
74761,74761,14375,653,17.13,High
74762,74762,13885,694,16.43,Medium
74763,74763,68844,647,20.42,High
74764,74764,17899,772,14.91,Low
74765,74765,94641,723,15.07,Medium
74766,74766,29250,649,16.26,High
74767,74767,11011,662,21.04,High
74768,74768,23513,654,17.43,High
74769,74769,42572,699,17.21,Medium
74770,74770,28374,618,21.04,High
74771,74771,8199,707,17.58,Medium
74772,74772,2021,572,22.99,VeryHigh
74773,74773,16496,732,15.19,Medium
74774,74774,8431,633,21.71,High
74775,74775,12746,665,19.73,High
74776,74776,31317,640,17.96,High
74777,74777,6036,755,13.48,Low
74778,74778,86027,829,15.12,VeryLow
74779,74779,6502,764,14.63,Low
74780,74780,5709,595,20.06,High
74781,74781,2472,550,20.56,VeryHigh
74782,74782,86374,637,20.47,High
74783,74783,9282,574,22.68,VeryHigh
74784,74784,7428,614,21.26,High
74785,74785,11012,605,21.65,High
74786,74786,11718,695,18.68,Medium
74787,74787,16421,606,21.98,High
74788,74788,64195,675,19.2,Medium
74789,74789,3049,587,20.91,High
74790,74790,40223,725,15.32,Medium
74791,74791,4024,620,22.19,High
74792,74792,7392,613,19.53,High
74793,74793,4149,619,21.69,High
74794,74794,7067,675,21.04,Medium
74795,74795,5313,680,15.21,Medium
74796,74796,86954,726,16.73,Medium
74797,74797,20956,538,24.35,VeryHigh
74798,74798,42390,761,13.28,Low
74799,74799,31709,663,16.75,High
74800,74800,11055,609,18.06,High
74801,74801,9797,702,19.18,Medium
74802,74802,15065,604,20.85,High
74803,74803,11900,656,19.12,High
74804,74804,15465,543,26.37,VeryHigh
74805,74805,17296,605,20.76,High
74806,74806,13832,698,18.26,Medium
74807,74807,7636,607,21.02,High
74808,74808,31909,703,16.34,Medium
74809,74809,8302,661,16.85,High
74810,74810,10870,570,19.53,VeryHigh
74811,74811,7990,685,18.24,Medium
74812,74812,4557,611,18.78,High
74813,74813,15340,582,22.54,High
74814,74814,10355,644,17.32,High
74815,74815,10711,685,20.72,Medium
74816,74816,18420,662,20.01,High
74817,74817,171637,766,14.63,Low
74818,74818,5697,632,20.44,High
74819,74819,11509,657,17.14,High
74820,74820,11048,594,22.98,High
74821,74821,8358,560,21.83,VeryHigh
74822,74822,85435,686,16.49,Medium
74823,74823,6779,639,21.3,High
74824,74824,7227,658,18.4,High
74825,74825,24872,610,19.05,High
74826,74826,37792,706,18.25,Medium
74827,74827,11071,620,19.98,High
74828,74828,8568,627,20.44,High
74829,74829,8875,652,22.83,High
74830,74830,60890,719,14.98,Medium
74831,74831,7470,581,20.34,High
74832,74832,37002,715,18.13,Medium
74833,74833,4189,602,21.55,High
74834,74834,9908,665,20.12,High
74835,74835,42531,598,22.45,High
74836,74836,14674,604,20.17,High
74837,74837,9956,614,19.58,High
74838,74838,25384,659,16.38,High
74839,74839,16478,580,24.27,High
74840,74840,37102,667,20.19,High
74841,74841,18522,633,18.17,High
74842,74842,19784,649,18.99,High
74843,74843,18471,699,17.12,Medium
74844,74844,57945,685,17.98,Medium
74845,74845,25746,666,20.82,High
74846,74846,9592,620,20.62,High
74847,74847,12074,631,20.21,High
74848,74848,29572,721,15.43,Medium
74849,74849,9033,764,15.09,Low
74850,74850,15228,689,16.39,Medium
74851,74851,6183,691,16.54,Medium
74852,74852,22469,558,20.56,VeryHigh
74853,74853,68351,683,17.14,Medium
74854,74854,4864,470,26.73,VeryHigh
74855,74855,42449,714,16.92,Medium
74856,74856,47819,619,21.77,High
74857,74857,7000,633,18.98,High
74858,74858,18048,688,20.4,Medium
74859,74859,7402,639,18.82,High
74860,74860,5278,586,21.51,High
74861,74861,24239,638,19.84,High
74862,74862,19030,781,14.89,Low
74863,74863,17665,626,21.55,High
74864,74864,12690,668,20.18,High
74865,74865,20585,696,16.83,Medium
74866,74866,13386,627,21.02,High
74867,74867,8102,590,21.84,High
74868,74868,30638,657,18.19,High
74869,74869,14942,684,16.12,Medium
74870,74870,3128,602,22.17,High
74871,74871,31856,572,18.88,VeryHigh
74872,74872,7419,617,21.73,High
74873,74873,4619,647,19.54,High
74874,74874,24764,640,19.81,High
74875,74875,2291,657,20.32,High
74876,74876,8058,705,17.35,Medium
74877,74877,20188,630,19.05,High
74878,74878,11038,707,19.63,Medium
74879,74879,37446,681,19.93,Medium
74880,74880,3124,606,22.47,High
74881,74881,52997,714,16.12,Medium
74882,74882,27383,778,12.42,Low
74883,74883,10707,716,14.72,Medium
74884,74884,9918,704,16.54,Medium
74885,74885,51410,644,17.27,High
74886,74886,10131,547,25.14,VeryHigh
74887,74887,39033,709,16.16,Medium
74888,74888,8848,674,19.19,Medium
74889,74889,3042,569,24.2,VeryHigh
74890,74890,48053,732,19.79,Medium
74891,74891,18817,604,21.26,High
74892,74892,36989,599,18.96,High
74893,74893,6024,663,20.47,High
74894,74894,57191,673,19.13,Medium
74895,74895,23848,610,23.73,High
74896,74896,7101,577,22.48,VeryHigh
74897,74897,33657,650,20.67,High
74898,74898,30561,683,16.8,Medium
74899,74899,15761,520,25.6,VeryHigh
74900,74900,6558,668,17.0,High
74901,74901,27446,702,17.98,Medium
74902,74902,33656,671,17.67,Medium
74903,74903,10916,613,19.39,High
74904,74904,47022,724,14.82,Medium
74905,74905,3572,506,21.91,VeryHigh
74906,74906,4069,657,17.78,High
74907,74907,8986,604,20.48,High
74908,74908,14877,618,21.07,High
74909,74909,11629,710,15.45,Medium
74910,74910,26117,662,21.09,High
74911,74911,5594,562,22.41,VeryHigh
74912,74912,4704,625,20.17,High
74913,74913,11230,711,18.48,Medium
74914,74914,19312,703,18.73,Medium
74915,74915,10057,610,21.15,High
74916,74916,20875,562,23.51,VeryHigh
74917,74917,6405,692,13.27,Medium
74918,74918,65667,697,17.29,Medium
74919,74919,2804,610,20.78,High
74920,74920,14168,595,19.0,High
74921,74921,61201,690,18.41,Medium
74922,74922,20804,644,21.95,High
74923,74923,8658,649,17.64,High
74924,74924,7215,627,19.72,High
74925,74925,16259,616,21.1,High
74926,74926,12645,614,20.52,High
74927,74927,16363,718,16.14,Medium
74928,74928,4439,546,20.88,VeryHigh
74929,74929,12852,682,20.21,Medium
74930,74930,58291,732,13.29,Medium
74931,74931,5614,540,22.22,VeryHigh
74932,74932,7999,600,21.42,High
74933,74933,52045,761,14.75,Low
74934,74934,13079,663,19.61,High
74935,74935,120496,743,16.09,Low
74936,74936,3092,731,15.6,Medium
74937,74937,34688,725,17.22,Medium
74938,74938,7465,670,18.08,Medium
74939,74939,28025,664,17.53,High
74940,74940,8788,626,19.98,High
74941,74941,32085,675,20.53,Medium
74942,74942,17519,674,19.22,Medium
74943,74943,17467,625,21.58,High
74944,74944,37370,670,17.91,Medium
74945,74945,18300,676,18.36,Medium
74946,74946,4961,604,19.34,High
74947,74947,3399,742,15.36,Low
74948,74948,11733,604,20.59,High
74949,74949,9606,640,18.33,High
74950,74950,5319,672,18.38,Medium
74951,74951,39074,793,14.32,Low
74952,74952,66350,777,15.5,Low
74953,74953,23214,637,19.55,High
74954,74954,10024,605,16.98,High
74955,74955,58328,763,16.31,Low
74956,74956,5328,574,21.41,VeryHigh
74957,74957,22561,774,14.59,Low
74958,74958,19322,672,17.37,Medium
74959,74959,3712,594,21.89,High
74960,74960,2829,636,15.95,High
74961,74961,4975,548,22.77,VeryHigh
74962,74962,11790,674,20.17,Medium
74963,74963,22246,710,16.22,Medium
74964,74964,17028,578,23.2,VeryHigh
74965,74965,8764,673,16.64,Medium
74966,74966,16783,723,16.5,Medium
74967,74967,3808,613,21.93,High
74968,74968,19735,653,18.38,High
74969,74969,2503,610,21.21,High
74970,74970,10379,564,20.87,VeryHigh
74971,74971,8597,715,17.59,Medium
74972,74972,13747,658,18.67,High
74973,74973,19265,674,20.08,Medium
74974,74974,8193,633,18.8,High
74975,74975,12456,641,16.8,High
74976,74976,4379,603,20.29,High
74977,74977,15569,692,20.0,Medium
74978,74978,90257,775,14.47,Low
74979,74979,10387,682,17.6,Medium
74980,74980,2870,668,18.02,High
74981,74981,14107,765,13.99,Low
74982,74982,12612,687,17.67,Medium
74983,74983,6022,626,17.08,High
74984,74984,57402,691,18.62,Medium
74985,74985,2551,629,22.41,High
74986,74986,4899,605,22.24,High
74987,74987,10408,691,19.01,Medium
74988,74988,69824,780,13.82,Low
74989,74989,8778,714,17.43,Medium
74990,74990,19194,745,15.93,Low
74991,74991,21999,707,15.89,Medium
74992,74992,36709,798,14.91,Low
74993,74993,34777,716,16.48,Medium
74994,74994,19584,663,20.06,High
74995,74995,19729,716,16.37,Medium
74996,74996,3042,465,25.86,VeryHigh
74997,74997,12849,684,18.7,Medium
74998,74998,41571,664,20.06,High
74999,74999,26050,709,18.69,Medium
75000,75000,60060,774,13.3,Low
75001,75001,16331,623,17.13,High
75002,75002,19162,640,22.17,High
75003,75003,2122,621,18.24,High
75004,75004,31819,637,18.11,High
75005,75005,17955,699,17.05,Medium
75006,75006,6955,667,19.65,High
75007,75007,6605,565,21.87,VeryHigh
75008,75008,25341,732,15.77,Medium
75009,75009,17029,675,16.93,Medium
75010,75010,18702,609,24.34,High
75011,75011,9615,655,20.25,High
75012,75012,2918,677,17.63,Medium
75013,75013,7779,660,17.12,High
75014,75014,16726,715,14.3,Medium
75015,75015,2907,533,24.76,VeryHigh
75016,75016,8045,606,20.56,High
75017,75017,16011,736,15.35,Medium
75018,75018,10055,602,21.37,High
75019,75019,13447,763,15.01,Low
75020,75020,12267,678,20.2,Medium
75021,75021,7272,600,21.4,High
75022,75022,8627,644,19.26,High
75023,75023,111747,661,19.35,High
75024,75024,11831,647,17.6,High
75025,75025,26533,738,14.24,Medium
75026,75026,9700,687,18.49,Medium
75027,75027,7652,688,18.27,Medium
75028,75028,49985,648,19.16,High
75029,75029,2831,600,22.6,High
75030,75030,13378,596,19.07,High
75031,75031,4373,688,17.97,Medium
75032,75032,22434,738,17.0,Medium
75033,75033,23385,696,19.05,Medium
75034,75034,6151,580,21.78,High
75035,75035,5755,692,16.16,Medium
75036,75036,39869,666,17.89,High
75037,75037,11798,641,21.73,High
75038,75038,15230,610,22.53,High
75039,75039,61526,621,21.16,High
75040,75040,9780,664,22.26,High
75041,75041,7702,508,24.46,VeryHigh
75042,75042,5515,628,20.1,High
75043,75043,7511,680,18.94,Medium
75044,75044,29213,732,16.37,Medium
75045,75045,18503,669,19.0,High
75046,75046,71446,780,13.8,Low
75047,75047,14406,770,14.15,Low
75048,75048,28260,722,17.07,Medium
75049,75049,15441,594,19.9,High
75050,75050,30224,596,21.21,High
75051,75051,22818,666,19.94,High
75052,75052,10639,569,22.64,VeryHigh
75053,75053,65145,837,12.3,VeryLow
75054,75054,11818,642,18.44,High
75055,75055,26274,667,18.76,High
75056,75056,12731,639,19.46,High
75057,75057,27028,693,16.97,Medium
75058,75058,10463,745,13.59,Low
75059,75059,4000,620,20.7,High
75060,75060,2192,603,22.02,High
75061,75061,6641,729,14.69,Medium
75062,75062,7980,638,20.68,High
75063,75063,14763,588,23.56,High
75064,75064,25806,760,15.39,Low
75065,75065,3589,613,18.91,High
75066,75066,74114,539,24.87,VeryHigh
75067,75067,28558,661,20.12,High
75068,75068,65715,739,17.86,Medium
75069,75069,20795,698,16.03,Medium
75070,75070,12642,662,19.7,High
75071,75071,4662,636,18.48,High
75072,75072,10859,675,18.73,Medium
75073,75073,19258,647,18.95,High
75074,75074,4650,637,20.95,High
75075,75075,6811,676,20.55,Medium
75076,75076,5869,651,19.87,High
75077,75077,21243,614,21.05,High
75078,75078,34862,705,16.01,Medium
75079,75079,2931,501,26.38,VeryHigh
75080,75080,32537,601,20.58,High
75081,75081,16743,626,20.65,High
75082,75082,3359,705,15.93,Medium
75083,75083,3037,636,22.05,High
75084,75084,24889,631,20.82,High
75085,75085,45881,641,20.84,High
75086,75086,70583,850,14.12,VeryLow
75087,75087,8820,652,18.53,High
75088,75088,7687,601,21.23,High
75089,75089,8508,695,14.53,Medium
75090,75090,14181,680,18.37,Medium
75091,75091,21883,763,14.15,Low
75092,75092,13224,607,23.38,High
75093,75093,12396,639,20.34,High
75094,75094,45875,786,13.59,Low
75095,75095,20542,654,17.45,High
75096,75096,14256,698,18.97,Medium
75097,75097,8766,750,14.48,Low
75098,75098,5470,691,16.56,Medium
75099,75099,24757,688,17.59,Medium
75100,75100,18459,666,20.63,High
75101,75101,25613,721,17.45,Medium
75102,75102,4658,674,17.59,Medium
75103,75103,2517,620,20.36,High
75104,75104,6687,662,17.82,High
75105,75105,5430,666,16.62,High
75106,75106,15415,657,19.46,High
75107,75107,3796,671,16.15,Medium
75108,75108,29081,641,20.98,High
75109,75109,16370,708,16.94,Medium
75110,75110,2522,614,19.14,High
75111,75111,6256,613,21.52,High
75112,75112,7976,661,20.15,High
75113,75113,28340,718,15.87,Medium
75114,75114,85809,789,14.73,Low
75115,75115,11346,692,17.65,Medium
75116,75116,26823,738,17.53,Medium
75117,75117,7259,546,21.34,VeryHigh
75118,75118,12535,682,17.81,Medium
75119,75119,8728,673,18.26,Medium
75120,75120,6274,718,16.33,Medium
75121,75121,7359,548,22.04,VeryHigh
75122,75122,42422,750,15.94,Low
75123,75123,3173,730,17.89,Medium
75124,75124,7332,631,18.98,High
75125,75125,84198,633,20.83,High
75126,75126,11505,567,24.55,VeryHigh
75127,75127,7710,559,24.46,VeryHigh
75128,75128,30240,675,18.47,Medium
75129,75129,47147,656,19.31,High
75130,75130,34039,703,16.16,Medium
75131,75131,30440,700,18.39,Medium
75132,75132,16353,695,15.13,Medium
75133,75133,8972,684,19.38,Medium
75134,75134,6037,532,25.09,VeryHigh
75135,75135,4471,602,19.56,High
75136,75136,4851,622,19.05,High
75137,75137,6233,608,21.0,High
75138,75138,3351,632,18.95,High
75139,75139,13075,783,15.18,Low
75140,75140,4722,498,23.25,VeryHigh
75141,75141,15034,630,17.46,High
75142,75142,15466,610,21.2,High
75143,75143,7046,682,17.71,Medium
75144,75144,13628,697,19.62,Medium
75145,75145,26851,674,16.59,Medium
75146,75146,2148,595,21.93,High
75147,75147,14809,680,17.88,Medium
75148,75148,9198,593,22.82,High
75149,75149,23913,750,16.81,Low
75150,75150,61131,673,17.9,Medium
75151,75151,45478,743,14.13,Low
75152,75152,78613,641,21.74,High
75153,75153,6199,594,22.96,High
75154,75154,3072,628,20.85,High
75155,75155,31453,624,21.61,High
75156,75156,46575,636,20.82,High
75157,75157,8499,623,18.52,High
75158,75158,9821,676,17.03,Medium
75159,75159,16168,604,20.67,High
75160,75160,96609,718,17.38,Medium
75161,75161,13360,685,18.86,Medium
75162,75162,6447,612,22.69,High
75163,75163,4409,657,17.22,High
75164,75164,7467,722,18.36,Medium
75165,75165,8210,481,26.9,VeryHigh
75166,75166,44985,616,20.84,High
75167,75167,7418,736,16.29,Medium
75168,75168,12510,603,23.37,High
75169,75169,5874,588,19.74,High
75170,75170,10332,611,20.31,High
75171,75171,18730,705,17.5,Medium
75172,75172,12751,595,20.42,High
75173,75173,40856,660,21.36,High
75174,75174,27144,744,16.46,Low
75175,75175,107854,842,12.34,VeryLow
75176,75176,10284,672,19.62,Medium
75177,75177,16694,618,20.2,High
75178,75178,5657,597,19.25,High
75179,75179,4797,707,19.1,Medium
75180,75180,13124,655,19.81,High
75181,75181,6089,614,21.93,High
75182,75182,2870,697,16.36,Medium
75183,75183,4923,535,24.96,VeryHigh
75184,75184,20514,703,14.9,Medium
75185,75185,22015,566,23.88,VeryHigh
75186,75186,37840,571,20.98,VeryHigh
75187,75187,12376,580,19.48,High
75188,75188,10227,642,20.43,High
75189,75189,11164,659,17.52,High
75190,75190,106947,680,18.45,Medium
75191,75191,6668,612,20.12,High
75192,75192,4940,494,26.25,VeryHigh
75193,75193,8840,665,18.87,High
75194,75194,6877,644,18.65,High
75195,75195,2730,610,21.34,High
75196,75196,20286,752,16.58,Low
75197,75197,37354,621,21.03,High
75198,75198,4044,608,20.19,High
75199,75199,4491,578,21.03,VeryHigh
75200,75200,11659,726,15.19,Medium
75201,75201,4496,600,23.09,High
75202,75202,13548,572,22.03,VeryHigh
75203,75203,3086,630,19.17,High
75204,75204,21351,628,20.88,High
75205,75205,3836,587,21.11,High
75206,75206,9993,554,21.85,VeryHigh
75207,75207,41865,644,19.62,High
75208,75208,21492,683,20.21,Medium
75209,75209,3712,562,22.64,VeryHigh
75210,75210,38857,652,16.88,High
75211,75211,3426,605,20.77,High
75212,75212,4523,591,21.77,High
75213,75213,12183,622,18.94,High
75214,75214,3038,666,20.0,High
75215,75215,8201,648,16.77,High
75216,75216,39369,648,16.92,High
75217,75217,10984,605,19.28,High
75218,75218,11091,580,23.3,High
75219,75219,15643,587,21.08,High
75220,75220,55452,652,19.96,High
75221,75221,3655,558,23.38,VeryHigh
75222,75222,4253,610,19.69,High
75223,75223,33980,601,20.77,High
75224,75224,32631,683,16.61,Medium
75225,75225,24839,620,21.04,High
75226,75226,36583,606,19.68,High
